order_id,customer_id,order_date,product_id,product_category,order_value,payment_method,delivery_type,delivery_delay_days,number_of_items,is_multi_size_order,customer_order_count,customer_previous_return_count,customer_previous_cancel_count,customer_historical_return_rate,customer_avg_order_value,order_value_deviation,product_historical_return_rate,category_historical_return_rate,discount_percent,is_first_time_customer,target_returned
ORD-10985,CUST-5396,2025-09-25,PROD-ELE-799,Electronics,560.0,Debit Card,Express,0,3,0,1,0,0,0.0,995.5,-0.4375,0.1757,0.16,10.0,0,0
ORD-10986,CUST-3267,2025-09-25,PROD-FUR-522,Furniture & Home,2180.0,Credit Card,Standard,1,1,0,0,0,0,0.1059,1164.45,0.8721,0.1283,0.12,10.0,1,0
ORD-10987,CUST-6703,2025-09-25,PROD-FOO-182,Footwear,1090.0,UPI,Standard,0,1,0,0,0,0,0.0311,981.24,0.1108,0.246,0.26,0.0,1,0
ORD-10988,CUST-1811,2025-09-24,PROD-FOO-996,Footwear,3110.0,Credit Card,Express,0,1,0,0,0,0,0.1827,2699.86,0.1519,0.2529,0.26,15.0,1,0
ORD-10989,CUST-3481,2025-09-27,PROD-FOO-218,Footwear,2970.0,Netbanking,Standard,0,1,0,0,0,0,0.148,2445.27,0.2146,0.2982,0.26,20.0,1,0
ORD-10990,CUST-1980,2025-09-25,PROD-FOO-308,Footwear,630.0,COD,Standard,0,4,1,0,0,0,0.1345,1234.19,-0.4895,0.2447,0.26,10.0,1,0
ORD-10991,CUST-1815,2025-09-27,PROD-JEW-926,Jewelry,7310.0,Credit Card,Standard,1,1,0,0,0,0,0.1594,6448.44,0.1336,0.1169,0.1,0.0,1,0
ORD-10992,CUST-2462,2025-09-24,PROD-FOO-782,Footwear,4880.0,Credit Card,Express,0,2,0,0,0,0,0.3008,8876.74,-0.4502,0.2665,0.26,0.0,1,1
ORD-10993,CUST-6263,2025-09-22,PROD-JEW-334,Jewelry,1960.0,Credit Card,Standard,8,1,0,0,0,0,0.1725,2000.01,-0.02,0.1668,0.1,0.0,1,0
ORD-10994,CUST-6784,2025-09-25,PROD-ELE-331,Electronics,1710.0,Credit Card,Standard,0,2,0,0,0,0,0.2079,1321.63,0.2939,0.2006,0.16,0.0,1,0
ORD-10995,CUST-5210,2025-09-22,PROD-FUR-209,Furniture & Home,6320.0,Credit Card,Standard,0,1,0,1,0,0,0.0,4161.28,0.5188,0.0606,0.12,40.0,0,0
ORD-10996,CUST-4429,2025-09-21,PROD-APP-624,Apparel,1730.0,Credit Card,Standard,0,1,0,0,0,0,0.2252,1995.5,-0.133,0.3249,0.3,0.0,1,0
ORD-10997,CUST-6015,2025-09-24,PROD-FUR-854,Furniture & Home,2570.0,UPI,Standard,0,1,0,0,0,0,0.0984,3807.2,-0.325,0.1592,0.12,0.0,1,0
ORD-10998,CUST-4945,2025-09-27,PROD-APP-176,Apparel,1820.0,Debit Card,Standard,0,2,0,0,0,0,0.3277,757.17,1.4037,0.2263,0.3,20.0,1,1
ORD-10999,CUST-1770,2025-09-23,PROD-FUR-953,Furniture & Home,930.0,COD,Standard,0,1,0,0,0,0,0.0585,943.79,-0.0146,0.1412,0.12,10.0,1,0
ORD-11000,CUST-5227,2025-09-23,PROD-APP-692,Apparel,3170.0,UPI,Standard,0,4,0,0,0,0,0.0135,2027.16,0.5638,0.2756,0.3,15.0,1,1
ORD-11001,CUST-6639,2025-09-24,PROD-APP-467,Apparel,4580.0,Debit Card,Standard,0,1,0,0,0,0,0.1099,3540.45,0.2936,0.278,0.3,30.0,1,0
ORD-11002,CUST-5500,2025-09-22,PROD-FOO-467,Footwear,2330.0,Credit Card,Express,0,4,0,0,0,0,0.2422,3723.04,-0.3742,0.1655,0.26,20.0,1,0
ORD-11003,CUST-2499,2025-09-27,PROD-ELE-732,Electronics,10670.0,Debit Card,Standard,0,1,0,0,0,0,0.229,9574.56,0.1144,0.1563,0.16,10.0,1,0
ORD-11004,CUST-2153,2025-09-26,PROD-APP-827,Apparel,16010.0,Debit Card,Express,0,2,0,0,0,0,0.202,7687.26,1.0827,0.2854,0.3,20.0,1,1
ORD-11005,CUST-7403,2025-09-26,PROD-ELE-276,Electronics,880.0,Credit Card,Same Day,0,1,0,0,0,0,0.2774,1182.75,-0.256,0.1148,0.16,15.0,1,0
ORD-11006,CUST-3989,2025-09-22,PROD-APP-260,Apparel,790.0,Credit Card,Express,0,2,0,0,0,0,0.3043,1427.87,-0.4467,0.3134,0.3,0.0,1,0
ORD-11007,CUST-6623,2025-09-21,PROD-FOO-697,Footwear,1750.0,Netbanking,Express,0,1,0,0,0,0,0.0708,1205.94,0.4512,0.2605,0.26,10.0,1,0
ORD-11008,CUST-4242,2025-09-21,PROD-FOO-734,Footwear,1150.0,COD,Express,0,2,0,0,0,0,0.4275,1247.22,-0.078,0.2745,0.26,20.0,1,0
ORD-11009,CUST-6798,2025-09-25,PROD-FOO-372,Footwear,2190.0,Debit Card,Standard,0,1,0,0,0,0,0.1596,2196.04,-0.0028,0.305,0.26,0.0,1,0
ORD-11010,CUST-5987,2025-09-25,PROD-ELE-798,Electronics,860.0,Credit Card,Express,0,3,0,1,1,0,1.0,1119.0,-0.2315,0.2281,0.16,0.0,0,0
ORD-11011,CUST-1460,2025-09-24,PROD-APP-924,Apparel,2070.0,COD,Express,0,3,0,0,0,0,0.3073,1910.15,0.0837,0.2481,0.3,10.0,1,0
ORD-11012,CUST-5761,2025-09-21,PROD-FOO-938,Footwear,1010.0,COD,Standard,0,2,1,0,0,0,0.0757,2050.26,-0.5074,0.2625,0.26,10.0,1,0
ORD-11013,CUST-2818,2025-09-23,PROD-APP-931,Apparel,1520.0,Debit Card,Standard,3,2,1,0,0,0,0.1467,1153.88,0.3173,0.2695,0.3,10.0,1,1
ORD-11014,CUST-4287,2025-09-25,PROD-APP-148,Apparel,4190.0,COD,Standard,0,1,0,0,0,0,0.0494,6150.31,-0.3187,0.3519,0.3,0.0,1,0
ORD-11015,CUST-7245,2025-09-26,PROD-APP-567,Apparel,2470.0,UPI,Express,0,2,0,0,0,0,0.2472,2950.3,-0.1628,0.319,0.3,40.0,1,0
ORD-11016,CUST-2879,2025-09-27,PROD-APP-234,Apparel,1990.0,Netbanking,Standard,0,1,0,0,0,0,0.1882,3428.46,-0.4196,0.3485,0.3,0.0,1,0
ORD-11017,CUST-2724,2025-09-22,PROD-FUR-489,Furniture & Home,800.0,UPI,Express,0,1,0,2,0,0,0.0,1250.39,-0.3602,0.1589,0.12,0.0,0,0
ORD-11018,CUST-2982,2025-09-21,PROD-ELE-925,Electronics,3830.0,Credit Card,Standard,0,3,0,0,0,0,0.1723,4008.21,-0.0445,0.1512,0.16,30.0,1,0
ORD-11019,CUST-4330,2025-09-24,PROD-APP-108,Apparel,1210.0,COD,Standard,0,2,0,0,0,0,0.1741,1088.65,0.1115,0.2733,0.3,15.0,1,0
ORD-11020,CUST-1871,2025-09-26,PROD-APP-428,Apparel,4190.0,COD,Standard,0,2,1,1,0,0,0.0,4162.41,0.0066,0.328,0.3,10.0,0,1
ORD-11021,CUST-3031,2025-09-22,PROD-FOO-887,Footwear,12760.0,UPI,Standard,0,2,0,0,0,0,0.109,7576.72,0.6841,0.2129,0.26,20.0,1,0
ORD-11022,CUST-6120,2025-09-22,PROD-APP-617,Apparel,2820.0,Credit Card,Express,0,2,1,0,0,0,0.1299,3160.43,-0.1077,0.3102,0.3,15.0,1,0
ORD-11023,CUST-1761,2025-09-23,PROD-APP-848,Apparel,1110.0,Credit Card,Express,0,4,0,0,0,0,0.4262,2184.48,-0.4919,0.2833,0.3,30.0,1,0
ORD-11024,CUST-7461,2025-09-21,PROD-FUR-392,Furniture & Home,3430.0,UPI,Standard,0,2,0,0,0,0,0.1718,4382.43,-0.2173,0.1383,0.12,10.0,1,0
ORD-11025,CUST-3224,2025-09-21,PROD-APP-734,Apparel,2120.0,COD,Express,0,2,0,0,0,0,0.1687,1489.63,0.4232,0.2212,0.3,15.0,1,0
ORD-11026,CUST-2222,2025-09-23,PROD-ELE-811,Electronics,2780.0,Netbanking,Standard,0,1,0,0,0,0,0.1773,3356.29,-0.1717,0.1507,0.16,10.0,1,0
ORD-11027,CUST-7583,2025-09-25,PROD-PER-768,Personal Care,2910.0,Credit Card,Standard,0,1,0,0,0,0,0.3409,2341.83,0.2426,0.0364,0.07,15.0,1,0
ORD-11028,CUST-2349,2025-09-23,PROD-APP-282,Apparel,2570.0,Credit Card,Standard,0,2,0,0,0,0,0.2718,1873.74,0.3716,0.2865,0.3,20.0,1,1
ORD-11029,CUST-6938,2025-09-27,PROD-APP-866,Apparel,6210.0,COD,Standard,1,1,0,0,0,0,0.2819,3939.72,0.5763,0.3104,0.3,15.0,1,0
ORD-11030,CUST-7414,2025-09-22,PROD-FUR-276,Furniture & Home,5180.0,COD,Express,0,1,0,0,0,0,0.0345,1768.57,1.9289,0.1693,0.12,50.0,1,0
ORD-11031,CUST-2603,2025-09-25,PROD-ELE-188,Electronics,5150.0,COD,Standard,0,2,0,0,0,0,0.0689,5592.43,-0.0791,0.2142,0.16,0.0,1,0
ORD-11032,CUST-1417,2025-09-26,PROD-APP-867,Apparel,4030.0,COD,Standard,1,4,1,0,0,0,0.38,4264.38,-0.055,0.4017,0.3,10.0,1,0
ORD-11033,CUST-5937,2025-09-25,PROD-APP-727,Apparel,5320.0,COD,Standard,0,1,0,0,0,0,0.0786,3973.16,0.339,0.3471,0.3,20.0,1,0
ORD-11034,CUST-1355,2025-09-22,PROD-FOO-873,Footwear,4080.0,Credit Card,Express,0,3,0,0,0,0,0.1419,2953.04,0.3816,0.2906,0.26,20.0,1,0
ORD-11035,CUST-2065,2025-09-24,PROD-FOO-990,Footwear,7640.0,Credit Card,Standard,0,1,0,0,0,0,0.1784,5418.39,0.41,0.2631,0.26,0.0,1,0
ORD-11036,CUST-2315,2025-09-22,PROD-FUR-144,Furniture & Home,4700.0,Credit Card,Standard,0,2,0,0,0,0,0.1987,2482.96,0.8929,0.0994,0.12,0.0,1,0
ORD-11037,CUST-6789,2025-09-27,PROD-ELE-556,Electronics,480.0,UPI,Standard,0,1,0,0,0,0,0.1543,1784.12,-0.731,0.1776,0.16,0.0,1,0
ORD-11038,CUST-4546,2025-09-25,PROD-FOO-217,Footwear,1080.0,Credit Card,Standard,0,4,1,0,0,0,0.0394,1128.77,-0.0432,0.2133,0.26,0.0,1,0
ORD-11039,CUST-6897,2025-09-25,PROD-FOO-955,Footwear,8100.0,UPI,Standard,0,2,1,0,0,0,0.1768,6033.51,0.3425,0.3118,0.26,30.0,1,1
ORD-11040,CUST-2048,2025-09-27,PROD-APP-950,Apparel,6870.0,COD,Express,0,3,0,0,0,0,0.1556,5928.2,0.1589,0.2677,0.3,30.0,1,0
ORD-11041,CUST-2844,2025-09-28,PROD-FOO-507,Footwear,2430.0,COD,Express,0,1,0,0,0,0,0.2434,4204.91,-0.4221,0.1949,0.26,20.0,1,0
ORD-11042,CUST-2955,2025-09-23,PROD-JEW-815,Jewelry,4720.0,COD,Standard,2,1,0,1,0,0,0.0,3362.59,0.4037,0.0796,0.1,15.0,0,0
ORD-11043,CUST-2671,2025-09-26,PROD-APP-930,Apparel,3400.0,Credit Card,Standard,0,2,0,0,0,0,0.3933,4759.78,-0.2857,0.3015,0.3,40.0,1,0
ORD-11044,CUST-5646,2025-09-25,PROD-FOO-366,Footwear,1420.0,Credit Card,Standard,0,2,0,0,0,0,0.1284,2774.9,-0.4883,0.2673,0.26,15.0,1,0
ORD-11045,CUST-4242,2025-09-26,PROD-PER-783,Personal Care,1920.0,COD,Standard,0,1,0,1,0,0,0.0,1247.22,0.5394,0.0361,0.07,10.0,0,0
ORD-11046,CUST-6045,2025-09-27,PROD-FOO-621,Footwear,2510.0,Debit Card,Standard,0,2,0,0,0,0,0.2443,1229.76,1.0411,0.2521,0.26,15.0,1,0
ORD-11047,CUST-1523,2025-09-28,PROD-JEW-654,Jewelry,1070.0,Netbanking,Standard,0,1,0,0,0,0,0.1574,2098.47,-0.4901,0.0855,0.1,30.0,1,0
ORD-11048,CUST-1343,2025-09-27,PROD-ELE-136,Electronics,4180.0,Credit Card,Express,1,1,0,0,0,0,0.1676,2421.65,0.7261,0.1837,0.16,10.0,1,0
ORD-11049,CUST-1380,2025-09-28,PROD-ELE-483,Electronics,470.0,COD,Standard,1,2,0,1,0,0,0.0,926.58,-0.4928,0.1127,0.16,20.0,0,0
ORD-11050,CUST-4327,2025-09-24,PROD-FOO-118,Footwear,2040.0,COD,Standard,0,1,0,0,0,0,0.2101,2042.45,-0.0012,0.2766,0.26,0.0,1,0
ORD-11051,CUST-4763,2025-09-24,PROD-APP-632,Apparel,6550.0,Credit Card,Express,0,3,1,0,0,0,0.3174,4023.48,0.6279,0.2873,0.3,20.0,1,1
ORD-11052,CUST-5563,2025-09-27,PROD-APP-208,Apparel,2890.0,Credit Card,Standard,0,3,0,0,0,0,0.0664,2143.7,0.3481,0.2956,0.3,15.0,1,0
ORD-11053,CUST-6926,2025-09-23,PROD-PER-407,Personal Care,4450.0,Debit Card,Express,0,1,0,0,0,0,0.3018,2524.37,0.7628,0.1309,0.07,10.0,1,0
ORD-11054,CUST-2937,2025-09-24,PROD-ELE-597,Electronics,5210.0,Netbanking,Standard,0,1,0,0,0,0,0.1945,3747.31,0.3903,0.179,0.16,10.0,1,0
ORD-11055,CUST-1326,2025-09-22,PROD-ELE-401,Electronics,5180.0,COD,Express,0,1,0,0,0,0,0.0975,4367.96,0.1859,0.1696,0.16,20.0,1,0
ORD-11056,CUST-3140,2025-09-27,PROD-APP-583,Apparel,3410.0,Debit Card,Standard,1,1,0,1,0,0,0.0,4236.15,-0.195,0.3341,0.3,0.0,0,0
ORD-11057,CUST-3176,2025-09-23,PROD-PER-703,Personal Care,1920.0,COD,Standard,0,1,0,0,0,0,0.1281,2490.46,-0.2291,0.1158,0.07,10.0,1,0
ORD-11058,CUST-1628,2025-09-28,PROD-APP-108,Apparel,4900.0,UPI,Standard,0,2,0,0,0,0,0.5834,2382.89,1.0563,0.3375,0.3,0.0,1,0
ORD-11059,CUST-3216,2025-09-24,PROD-ELE-799,Electronics,3140.0,UPI,Standard,0,2,0,0,0,0,0.2637,4196.36,-0.2517,0.1435,0.16,10.0,1,0
ORD-11060,CUST-6678,2025-09-28,PROD-FUR-143,Furniture & Home,790.0,Netbanking,Standard,0,1,0,0,0,0,0.0325,843.52,-0.0634,0.0817,0.12,0.0,1,1
ORD-11061,CUST-2658,2025-09-28,PROD-APP-508,Apparel,2630.0,Credit Card,Express,0,2,0,2,0,0,0.0,1949.11,0.3493,0.3066,0.3,10.0,0,0
ORD-11062,CUST-1479,2025-09-27,PROD-APP-639,Apparel,6610.0,Credit Card,Express,0,1,0,0,0,0,0.2286,2927.88,1.2576,0.2954,0.3,20.0,1,0
ORD-11063,CUST-1594,2025-09-22,PROD-APP-206,Apparel,8270.0,Debit Card,Standard,0,1,0,0,0,0,0.2014,4372.77,0.8913,0.4185,0.3,30.0,1,0
ORD-11064,CUST-4331,2025-09-26,PROD-APP-727,Apparel,2880.0,COD,Standard,0,1,0,0,0,0,0.4246,3439.49,-0.1627,0.3238,0.3,10.0,1,0
ORD-11065,CUST-4986,2025-09-28,PROD-FOO-579,Footwear,6700.0,UPI,Express,0,1,0,0,0,0,0.0741,8458.96,-0.2079,0.2059,0.26,0.0,1,0
ORD-11066,CUST-1533,2025-09-23,PROD-ELE-736,Electronics,1400.0,UPI,Standard,0,1,0,0,0,0,0.1503,1119.58,0.2505,0.1481,0.16,10.0,1,0
ORD-11067,CUST-2430,2025-09-25,PROD-FOO-364,Footwear,440.0,Credit Card,Standard,0,1,0,0,0,0,0.1693,1066.08,-0.5873,0.2233,0.26,0.0,1,0
ORD-11068,CUST-5509,2025-09-28,PROD-APP-203,Apparel,5740.0,Credit Card,Express,0,2,0,1,0,0,0.0,4325.26,0.3271,0.3211,0.3,50.0,0,0
ORD-11069,CUST-4232,2025-09-25,PROD-ELE-722,Electronics,910.0,UPI,Standard,3,1,0,0,0,0,0.0305,1898.98,-0.5208,0.2029,0.16,30.0,1,0
ORD-11070,CUST-1060,2025-09-22,PROD-APP-807,Apparel,4600.0,Credit Card,Standard,2,2,1,0,0,0,0.0864,3759.71,0.2235,0.1931,0.3,10.0,1,0
ORD-11071,CUST-2215,2025-09-28,PROD-APP-127,Apparel,4660.0,Credit Card,Standard,0,3,0,0,0,0,0.0065,3959.4,0.1769,0.3236,0.3,10.0,1,0
ORD-11072,CUST-3214,2025-09-23,PROD-FOO-642,Footwear,2200.0,Credit Card,Standard,1,2,1,0,0,0,0.1033,2067.04,0.0643,0.2171,0.26,15.0,1,0
ORD-11073,CUST-3461,2025-09-24,PROD-FOO-871,Footwear,1210.0,Credit Card,Same Day,0,1,0,0,0,0,0.1588,1454.94,-0.1683,0.3092,0.26,10.0,1,0
ORD-11074,CUST-5749,2025-09-27,PROD-APP-711,Apparel,1690.0,COD,Standard,5,1,0,0,0,0,0.3093,1479.8,0.142,0.2696,0.3,0.0,1,0
ORD-11075,CUST-3031,2025-09-26,PROD-APP-851,Apparel,9390.0,Netbanking,Standard,0,1,0,1,0,1,0.0,7576.72,0.2393,0.3362,0.3,10.0,0,0
ORD-11076,CUST-3453,2025-09-23,PROD-FUR-605,Furniture & Home,2300.0,Netbanking,Standard,0,2,0,0,0,0,0.2372,2251.57,0.0215,0.1471,0.12,20.0,1,1
ORD-11077,CUST-6212,2025-09-26,PROD-APP-195,Apparel,3200.0,Debit Card,Standard,0,2,1,1,0,0,0.0,6690.68,-0.5217,0.2864,0.3,0.0,0,0
ORD-11078,CUST-7241,2025-09-23,PROD-FOO-227,Footwear,830.0,COD,Standard,4,1,0,0,0,0,0.2462,1977.13,-0.5802,0.2959,0.26,20.0,1,0
ORD-11079,CUST-7079,2025-09-28,PROD-FUR-189,Furniture & Home,2120.0,UPI,Express,0,1,0,0,0,0,0.411,1823.81,0.1624,0.0703,0.12,15.0,1,0
ORD-11080,CUST-1828,2025-09-26,PROD-FOO-599,Footwear,500.0,Credit Card,Standard,0,2,0,0,0,0,0.0281,1582.43,-0.684,0.3095,0.26,10.0,1,1
ORD-11081,CUST-3672,2025-09-24,PROD-APP-476,Apparel,7580.0,UPI,Standard,0,3,0,0,0,0,0.1816,9131.76,-0.1699,0.2849,0.3,0.0,1,0
ORD-11082,CUST-6983,2025-09-28,PROD-APP-919,Apparel,1260.0,UPI,Express,0,1,0,0,0,0,0.3212,996.24,0.2648,0.2657,0.3,20.0,1,0
ORD-11083,CUST-3161,2025-09-27,PROD-APP-531,Apparel,2490.0,Debit Card,Standard,0,1,0,1,0,0,0.0,2221.73,0.1207,0.2526,0.3,30.0,0,0
ORD-11084,CUST-7188,2025-09-25,PROD-FOO-879,Footwear,1320.0,Credit Card,Standard,0,1,0,0,0,0,0.233,1333.67,-0.0103,0.2678,0.26,0.0,1,0
ORD-11085,CUST-2824,2025-09-26,PROD-FOO-241,Footwear,830.0,Debit Card,Express,0,1,0,0,0,0,0.3455,700.04,0.1856,0.2633,0.26,0.0,1,1
ORD-11086,CUST-2593,2025-09-23,PROD-ELE-290,Electronics,13380.0,Netbanking,Standard,0,1,0,0,0,0,0.1992,6046.47,1.2129,0.1487,0.16,15.0,1,0
ORD-11087,CUST-6831,2025-09-27,PROD-FUR-765,Furniture & Home,4480.0,Credit Card,Express,0,1,0,0,0,0,0.0211,2440.07,0.836,0.161,0.12,50.0,1,0
ORD-11088,CUST-2891,2025-09-26,PROD-FUR-150,Furniture & Home,7710.0,UPI,Standard,0,2,0,0,0,0,0.0592,9108.9,-0.1536,0.072,0.12,30.0,1,0
ORD-11089,CUST-1758,2025-09-29,PROD-FOO-421,Footwear,3090.0,COD,Standard,0,2,0,0,0,0,0.0474,1399.8,1.2075,0.2592,0.26,0.0,1,0
ORD-11090,CUST-4509,2025-09-23,PROD-ELE-743,Electronics,3530.0,COD,Standard,0,1,0,0,0,0,0.0962,2347.58,0.5037,0.1687,0.16,30.0,1,0
ORD-11091,CUST-5489,2025-09-27,PROD-APP-195,Apparel,8640.0,Credit Card,Standard,0,2,0,0,0,0,0.1871,8224.95,0.0505,0.2797,0.3,10.0,1,0
ORD-11092,CUST-2079,2025-09-24,PROD-PER-669,Personal Care,5610.0,Netbanking,Standard,0,1,0,0,0,0,0.2831,4245.03,0.3215,0.1008,0.07,40.0,1,0
ORD-11093,CUST-1506,2025-09-28,PROD-APP-882,Apparel,3490.0,Credit Card,Standard,0,1,0,0,0,0,0.1803,2360.1,0.4788,0.2605,0.3,20.0,1,0
ORD-11094,CUST-5583,2025-09-26,PROD-APP-217,Apparel,860.0,UPI,Express,0,1,0,1,0,0,0.0,1848.57,-0.5348,0.2646,0.3,0.0,0,0
ORD-11095,CUST-4264,2025-09-27,PROD-FUR-563,Furniture & Home,2740.0,Credit Card,Standard,6,1,0,0,0,0,0.0276,2367.83,0.1572,0.1287,0.12,10.0,1,0
ORD-11096,CUST-7430,2025-09-29,PROD-ELE-215,Electronics,1460.0,Debit Card,Standard,0,1,0,0,0,0,0.1942,1143.26,0.2771,0.1647,0.16,0.0,1,0
ORD-11097,CUST-7612,2025-09-28,PROD-APP-118,Apparel,4800.0,UPI,Standard,0,1,0,0,0,0,0.1346,4015.43,0.1954,0.2521,0.3,50.0,1,0
ORD-11098,CUST-1824,2025-09-27,PROD-APP-667,Apparel,800.0,Credit Card,Standard,0,2,0,0,0,0,0.0501,1415.97,-0.435,0.3237,0.3,10.0,1,1
ORD-11099,CUST-3000,2025-09-28,PROD-APP-527,Apparel,1840.0,COD,Standard,0,2,1,0,0,0,0.239,2150.58,-0.1444,0.3142,0.3,30.0,1,1
ORD-11100,CUST-2310,2025-09-25,PROD-FOO-263,Footwear,1330.0,Debit Card,Express,0,3,1,0,0,0,0.2993,2565.22,-0.4815,0.2859,0.26,0.0,1,0
ORD-11101,CUST-4527,2025-09-23,PROD-FOO-481,Footwear,5120.0,Credit Card,Standard,0,1,0,0,0,0,0.2761,2178.21,1.3506,0.2391,0.26,10.0,1,0
ORD-11102,CUST-2703,2025-09-24,PROD-APP-153,Apparel,1530.0,Credit Card,Standard,0,1,0,0,0,0,0.4423,1867.07,-0.1805,0.2971,0.3,20.0,1,1
ORD-11103,CUST-4506,2025-09-24,PROD-FOO-427,Footwear,2700.0,COD,Same Day,0,1,0,0,0,0,0.1553,4463.73,-0.3951,0.2662,0.26,15.0,1,0
ORD-11104,CUST-4652,2025-09-25,PROD-APP-595,Apparel,2650.0,Debit Card,Standard,0,3,0,0,0,0,0.1397,877.46,2.0201,0.2884,0.3,10.0,1,0
ORD-11105,CUST-2683,2025-09-26,PROD-APP-174,Apparel,6510.0,Debit Card,Standard,3,3,0,0,0,0,0.1454,4658.28,0.3975,0.3974,0.3,10.0,1,1
ORD-11106,CUST-7617,2025-09-23,PROD-FUR-687,Furniture & Home,3690.0,Credit Card,Standard,0,2,0,0,0,0,0.2334,3282.92,0.124,0.1152,0.12,20.0,1,0
ORD-11107,CUST-1105,2025-09-23,PROD-PER-897,Personal Care,4970.0,UPI,Express,0,1,0,0,0,0,0.1332,7312.54,-0.3203,0.1002,0.07,15.0,1,0
ORD-11108,CUST-4605,2025-09-28,PROD-FOO-219,Footwear,700.0,Credit Card,Standard,0,1,0,0,0,0,0.2808,1613.47,-0.5662,0.2996,0.26,30.0,1,1
ORD-11109,CUST-3639,2025-09-25,PROD-FOO-319,Footwear,1530.0,COD,Standard,0,2,1,0,0,0,0.319,1126.37,0.3583,0.2667,0.26,10.0,1,0
ORD-11110,CUST-5454,2025-09-24,PROD-ELE-864,Electronics,1380.0,COD,Standard,4,1,0,0,0,0,0.1502,2736.68,-0.4957,0.1952,0.16,10.0,1,0
ORD-11111,CUST-2641,2025-09-26,PROD-FOO-535,Footwear,2550.0,Debit Card,Standard,0,1,0,0,0,0,0.3099,2576.67,-0.0104,0.2836,0.26,0.0,1,0
ORD-11112,CUST-6767,2025-09-24,PROD-ELE-523,Electronics,2670.0,UPI,Standard,0,2,0,0,0,0,0.3495,2473.36,0.0795,0.166,0.16,0.0,1,0
ORD-11113,CUST-5431,2025-09-27,PROD-APP-761,Apparel,2420.0,COD,Same Day,0,3,0,2,0,0,0.0,2448.86,-0.0118,0.2638,0.3,10.0,0,0
ORD-11114,CUST-4707,2025-09-27,PROD-PER-464,Personal Care,2010.0,Debit Card,Standard,1,3,0,1,0,0,0.0,1551.54,0.2955,0.02,0.07,30.0,0,0
ORD-11115,CUST-7698,2025-09-26,PROD-APP-941,Apparel,3110.0,Debit Card,Standard,0,2,0,0,0,0,0.1495,3218.57,-0.0337,0.3235,0.3,30.0,1,0
ORD-11116,CUST-5966,2025-09-24,PROD-FUR-713,Furniture & Home,4120.0,Credit Card,Same Day,0,1,0,0,0,0,0.0872,2578.24,0.598,0.1056,0.12,30.0,1,0
ORD-11117,CUST-4827,2025-09-26,PROD-ELE-864,Electronics,7820.0,Credit Card,Standard,0,1,0,0,0,0,0.1404,7159.55,0.0922,0.1198,0.16,15.0,1,0
ORD-11118,CUST-6666,2025-09-26,PROD-FUR-771,Furniture & Home,5890.0,Debit Card,Express,6,1,0,0,0,0,0.1017,3402.7,0.731,0.127,0.12,10.0,1,0
ORD-11119,CUST-5327,2025-09-25,PROD-ELE-661,Electronics,2420.0,UPI,Standard,0,1,0,1,0,1,0.0,2326.64,0.0401,0.1803,0.16,0.0,0,0
ORD-11120,CUST-7306,2025-09-25,PROD-FUR-362,Furniture & Home,8630.0,Credit Card,Standard,0,3,0,0,0,0,0.5526,4351.83,0.9831,0.0242,0.12,20.0,1,0
ORD-11121,CUST-6321,2025-09-25,PROD-APP-447,Apparel,4840.0,Netbanking,Express,0,1,0,0,0,0,0.1938,3358.86,0.441,0.3918,0.3,30.0,1,0
ORD-11122,CUST-6344,2025-09-27,PROD-ELE-762,Electronics,5470.0,Debit Card,Same Day,0,2,0,0,0,0,0.2443,11382.35,-0.5194,0.1696,0.16,15.0,1,0
ORD-11123,CUST-2110,2025-09-26,PROD-FUR-178,Furniture & Home,2020.0,Debit Card,Standard,0,1,0,0,0,0,0.3451,2927.91,-0.3101,0.0598,0.12,15.0,1,0
ORD-11124,CUST-5101,2025-09-29,PROD-FOO-170,Footwear,2360.0,COD,Standard,0,1,0,0,0,0,0.1487,2061.78,0.1446,0.2832,0.26,0.0,1,1
ORD-11125,CUST-2589,2025-09-29,PROD-APP-750,Apparel,4970.0,COD,Standard,0,1,0,0,0,0,0.2485,2525.32,0.9681,0.3763,0.3,10.0,1,0
ORD-11126,CUST-7368,2025-09-24,PROD-JEW-161,Jewelry,1810.0,Debit Card,Standard,1,1,0,0,0,0,0.3982,2320.55,-0.22,0.0786,0.1,40.0,1,0
ORD-11127,CUST-1477,2025-09-28,PROD-FUR-397,Furniture & Home,630.0,COD,Standard,0,1,0,0,0,0,0.4044,705.1,-0.1065,0.083,0.12,40.0,1,0
ORD-11128,CUST-3312,2025-09-25,PROD-FUR-905,Furniture & Home,1160.0,UPI,Express,0,1,0,0,0,0,0.2779,1406.37,-0.1752,0.0798,0.12,50.0,1,0
ORD-11129,CUST-3359,2025-09-27,PROD-FOO-131,Footwear,3350.0,Netbanking,Standard,0,1,0,0,0,0,0.1509,3311.21,0.0117,0.2844,0.26,10.0,1,0
ORD-11130,CUST-5818,2025-09-28,PROD-FOO-101,Footwear,1730.0,Credit Card,Express,0,3,0,0,0,0,0.2677,1675.34,0.0326,0.1885,0.26,10.0,1,0
ORD-11131,CUST-1111,2025-09-25,PROD-PER-222,Personal Care,1690.0,Debit Card,Standard,0,1,0,0,0,0,0.2071,1646.69,0.0263,0.0863,0.07,15.0,1,0
